toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
2	3	Modern societies	8.6	30	Race_and_intelligence	62261	Modern_societies	431833	28/06/2018	16:39:17Z
2	3	Future	8.7	31	Race_and_intelligence	69835	Future	431833	28/06/2018	16:39:17Z
1	2	External links	9	32	Race_and_intelligence	70165	External_links	431833	28/06/2018	16:39:17Z
2	3	Article archives	9.1	33	Race_and_intelligence	70186	Article_archives	431833	28/06/2018	16:39:17Z
1	2	References	10	T-1	Template:References		References	431833	28/06/2018	16:39:17Z
1	2	History	1	1	Race_and_intelligence	527	History	431832	28/06/2018	16:36:19Z
1	2	Measured average IQs	2	2	Race_and_intelligence	7957	Measured_average_IQs	431832	28/06/2018	16:36:19Z
2	3	Worldwide	2.1	3	Race_and_intelligence	8197	Worldwide	431832	28/06/2018	16:36:19Z
2	3	World average IQ	2.2	4	Race_and_intelligence	12454	World_average_IQ	431832	28/06/2018	16:36:19Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	12772	United_States_Black-White_gap	431832	28/06/2018	16:36:19Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	19920	.22Hispanics.22	431832	28/06/2018	16:36:19Z
2	3	Jews	2.5	7	Race_and_intelligence	20391	Jews	431832	28/06/2018	16:36:19Z
2	3	Gypsies	2.6	8	Race_and_intelligence	20436	Gypsies	431832	28/06/2018	16:36:19Z
2	3	Pygmies	2.7	9	Race_and_intelligence	21164	Pygmies	431832	28/06/2018	16:36:19Z
2	3	Immigrants	2.8	10	Race_and_intelligence	21365	Immigrants	431832	28/06/2018	16:36:19Z
2	3	Historical differences	2.9	11	Race_and_intelligence	21929	Historical_differences	431832	28/06/2018	16:36:19Z
2	3	Related variables	2.1	12	Race_and_intelligence	22607	Related_variables	431832	28/06/2018	16:36:19Z
1	2	General race and intelligence research issues	3	13	Race_and_intelligence	22949	General_race_and_intelligence_research_issues	431832	28/06/2018	16:36:19Z
2	3	Ad hominem, straw men, and guilt by association	3.1	14	Race_and_intelligence	23001	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	431832	28/06/2018	16:36:19Z
2	3	Race research and the origin of racism	3.2	15	Race_and_intelligence	26393	Race_research_and_the_origin_of_racism	431832	28/06/2018	16:36:19Z
2	3	The existence of races	3.3	16	Race_and_intelligence	26544	The_existence_of_races	431832	28/06/2018	16:36:19Z
1	2	The genetics or not debate	4	17	Race_and_intelligence	28375	The_genetics_or_not_debate	431832	28/06/2018	16:36:19Z
2	3	Opinion of experts in 1987	4.1	18	Race_and_intelligence	29971	Opinion_of_experts_in_1987	431832	28/06/2018	16:36:19Z
2	3	Opinion of experts in 2013	4.2	19	Race_and_intelligence	31251	Opinion_of_experts_in_2013	431832	28/06/2018	16:36:19Z
2	3	Opinion of experts in 2016	4.3	20	Race_and_intelligence	32896	Opinion_of_experts_in_2016	431832	28/06/2018	16:36:19Z
1	2	Evolutionary explanations for racial differences	5	21	Race_and_intelligence	35934	Evolutionary_explanations_for_racial_differences	431832	28/06/2018	16:36:19Z
1	2	Race, sex, and intelligence	6	22	Race_and_intelligence	44706	Race.2C_sex.2C_and_intelligence	431832	28/06/2018	16:36:19Z
1	2	Interventions affecting IQ	7	23	Race_and_intelligence	45545	Interventions_affecting_IQ	431832	28/06/2018	16:36:19Z
1	2	Significance of IQ differences	8	24	Race_and_intelligence	46816	Significance_of_IQ_differences	431832	28/06/2018	16:36:19Z
2	3	Significance of IQ and g	8.1	25	Race_and_intelligence	46853	Significance_of_IQ_and_g	431832	28/06/2018	16:36:19Z
2	3	Significance of environmentally caused IQ changes	8.2	26	Race_and_intelligence	50071	Significance_of_environmentally_caused_IQ_changes	431832	28/06/2018	16:36:19Z
2	3	Very low average IQ values	8.3	27	Race_and_intelligence	50536	Very_low_average_IQ_values	431832	28/06/2018	16:36:19Z
2	3	Personality and apparent IQ	8.4	28	Race_and_intelligence	51480	Personality_and_apparent_IQ	431832	28/06/2018	16:36:19Z
2	3	Historical societies	8.5	29	Race_and_intelligence	52033	Historical_societies	431832	28/06/2018	16:36:19Z
2	3	Modern societies	8.6	30	Race_and_intelligence	62261	Modern_societies	431832	28/06/2018	16:36:19Z
2	3	Future	8.7	31	Race_and_intelligence	69835	Future	431832	28/06/2018	16:36:19Z
1	2	External links	9	32	Race_and_intelligence	70165	External_links	431832	28/06/2018	16:36:19Z
2	3	Article archives	9.1	33	Race_and_intelligence	70186	Article_archives	431832	28/06/2018	16:36:19Z
1	2	References	10	T-1	Template:References		References	431832	28/06/2018	16:36:19Z
1	2	History	1	1	Race_and_intelligence	527	History	431828	28/06/2018	15:55:30Z
1	2	Measured average IQs	2	2	Race_and_intelligence	7957	Measured_average_IQs	431828	28/06/2018	15:55:30Z
2	3	Worldwide	2.1	3	Race_and_intelligence	8197	Worldwide	431828	28/06/2018	15:55:30Z
2	3	World average IQ	2.2	4	Race_and_intelligence	12454	World_average_IQ	431828	28/06/2018	15:55:30Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	12772	United_States_Black-White_gap	431828	28/06/2018	15:55:30Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	19920	.22Hispanics.22	431828	28/06/2018	15:55:30Z
2	3	Jews	2.5	7	Race_and_intelligence	20391	Jews	431828	28/06/2018	15:55:30Z
2	3	Gypsies	2.6	8	Race_and_intelligence	20436	Gypsies	431828	28/06/2018	15:55:30Z
2	3	Pygmies	2.7	9	Race_and_intelligence	21164	Pygmies	431828	28/06/2018	15:55:30Z
2	3	Immigrants	2.8	10	Race_and_intelligence	21365	Immigrants	431828	28/06/2018	15:55:30Z
2	3	Historical differences	2.9	11	Race_and_intelligence	21929	Historical_differences	431828	28/06/2018	15:55:30Z
2	3	Related variables	2.1	12	Race_and_intelligence	22607	Related_variables	431828	28/06/2018	15:55:30Z
1	2	General race and intelligence research issues	3	13	Race_and_intelligence	22949	General_race_and_intelligence_research_issues	431828	28/06/2018	15:55:30Z
2	3	Ad hominem, straw men, and guilt by association	3.1	14	Race_and_intelligence	23001	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	431828	28/06/2018	15:55:30Z
2	3	Race research and the origin of racism	3.2	15	Race_and_intelligence	26393	Race_research_and_the_origin_of_racism	431828	28/06/2018	15:55:30Z
2	3	The existence of races	3.3	16	Race_and_intelligence	26544	The_existence_of_races	431828	28/06/2018	15:55:30Z
1	2	The genetics or not debate	4	17	Race_and_intelligence	28375	The_genetics_or_not_debate	431828	28/06/2018	15:55:30Z
2	3	Opinion of experts in 1987	4.1	18	Race_and_intelligence	29971	Opinion_of_experts_in_1987	431828	28/06/2018	15:55:30Z
2	3	Opinion of experts in 2013	4.2	19	Race_and_intelligence	31251	Opinion_of_experts_in_2013	431828	28/06/2018	15:55:30Z
2	3	Opinion of experts in 2016	4.3	20	Race_and_intelligence	32896	Opinion_of_experts_in_2016	431828	28/06/2018	15:55:30Z
1	2	Evolutionary explanations for racial differences	5	21	Race_and_intelligence	35934	Evolutionary_explanations_for_racial_differences	431828	28/06/2018	15:55:30Z
1	2	Race, sex, and intelligence	6	22	Race_and_intelligence	44706	Race.2C_sex.2C_and_intelligence	431828	28/06/2018	15:55:30Z
1	2	Interventions affecting IQ	7	23	Race_and_intelligence	45545	Interventions_affecting_IQ	431828	28/06/2018	15:55:30Z
1	2	Significance of IQ differences	8	24	Race_and_intelligence	46816	Significance_of_IQ_differences	431828	28/06/2018	15:55:30Z
2	3	Significance of IQ and g	8.1	25	Race_and_intelligence	46853	Significance_of_IQ_and_g	431828	28/06/2018	15:55:30Z
2	3	Significance of environmentally caused IQ changes	8.2	26	Race_and_intelligence	50071	Significance_of_environmentally_caused_IQ_changes	431828	28/06/2018	15:55:30Z
2	3	Very low average IQ values	8.3	27	Race_and_intelligence	50536	Very_low_average_IQ_values	431828	28/06/2018	15:55:30Z
2	3	Personality and apparent IQ	8.4	28	Race_and_intelligence	51480	Personality_and_apparent_IQ	431828	28/06/2018	15:55:30Z
2	3	Historical societies	8.5	29	Race_and_intelligence	52033	Historical_societies	431828	28/06/2018	15:55:30Z
2	3	Modern societies	8.6	30	Race_and_intelligence	62261	Modern_societies	431828	28/06/2018	15:55:30Z
2	3	Future	8.7	31	Race_and_intelligence	69462	Future	431828	28/06/2018	15:55:30Z
1	2	External links	9	32	Race_and_intelligence	69792	External_links	431828	28/06/2018	15:55:30Z
2	3	Article archives	9.1	33	Race_and_intelligence	69813	Article_archives	431828	28/06/2018	15:55:30Z
1	2	References	10	T-1	Template:References		References	431828	28/06/2018	15:55:30Z
1	2	History	1	1	Race_and_intelligence	527	History	431827	28/06/2018	15:55:03Z
1	2	Measured average IQs	2	2	Race_and_intelligence	7957	Measured_average_IQs	431827	28/06/2018	15:55:03Z
2	3	Worldwide	2.1	3	Race_and_intelligence	8197	Worldwide	431827	28/06/2018	15:55:03Z
2	3	World average IQ	2.2	4	Race_and_intelligence	12454	World_average_IQ	431827	28/06/2018	15:55:03Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	12772	United_States_Black-White_gap	431827	28/06/2018	15:55:03Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	19920	.22Hispanics.22	431827	28/06/2018	15:55:03Z
2	3	Jews	2.5	7	Race_and_intelligence	20391	Jews	431827	28/06/2018	15:55:03Z
2	3	Gypsies	2.6	8	Race_and_intelligence	20436	Gypsies	431827	28/06/2018	15:55:03Z
2	3	Pygmies	2.7	9	Race_and_intelligence	21164	Pygmies	431827	28/06/2018	15:55:03Z
2	3	Immigrants	2.8	10	Race_and_intelligence	21365	Immigrants	431827	28/06/2018	15:55:03Z
2	3	Historical differences	2.9	11	Race_and_intelligence	21929	Historical_differences	431827	28/06/2018	15:55:03Z
2	3	Related variables	2.1	12	Race_and_intelligence	22607	Related_variables	431827	28/06/2018	15:55:03Z
1	2	General race and intelligence research issues	3	13	Race_and_intelligence	22949	General_race_and_intelligence_research_issues	431827	28/06/2018	15:55:03Z
2	3	Ad hominem, straw men, and guilt by association	3.1	14	Race_and_intelligence	23001	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	431827	28/06/2018	15:55:03Z
2	3	Race research and the origin of racism	3.2	15	Race_and_intelligence	26393	Race_research_and_the_origin_of_racism	431827	28/06/2018	15:55:03Z
2	3	The existence of races	3.3	16	Race_and_intelligence	26544	The_existence_of_races	431827	28/06/2018	15:55:03Z
1	2	The genetics or not debate	4	17	Race_and_intelligence	28375	The_genetics_or_not_debate	431827	28/06/2018	15:55:03Z
2	3	Opinion of experts in 1987	4.1	18	Race_and_intelligence	29971	Opinion_of_experts_in_1987	431827	28/06/2018	15:55:03Z
2	3	Opinion of experts in 2013	4.2	19	Race_and_intelligence	31251	Opinion_of_experts_in_2013	431827	28/06/2018	15:55:03Z
2	3	Opinion of experts in 2016	4.3	20	Race_and_intelligence	32896	Opinion_of_experts_in_2016	431827	28/06/2018	15:55:03Z
1	2	Evolutionary explanations for racial differences	5	21	Race_and_intelligence	35934	Evolutionary_explanations_for_racial_differences	431827	28/06/2018	15:55:03Z
1	2	Race, sex, and intelligence	6	22	Race_and_intelligence	44706	Race.2C_sex.2C_and_intelligence	431827	28/06/2018	15:55:03Z
1	2	Interventions affecting IQ	7	23	Race_and_intelligence	45545	Interventions_affecting_IQ	431827	28/06/2018	15:55:03Z
1	2	Significance of IQ differences	8	24	Race_and_intelligence	46816	Significance_of_IQ_differences	431827	28/06/2018	15:55:03Z
2	3	Significance of IQ and g	8.1	25	Race_and_intelligence	46853	Significance_of_IQ_and_g	431827	28/06/2018	15:55:03Z
2	3	Significance of environmentally caused IQ changes	8.2	26	Race_and_intelligence	50071	Significance_of_environmentally_caused_IQ_changes	431827	28/06/2018	15:55:03Z
2	3	Very low average IQ values	8.3	27	Race_and_intelligence	50536	Very_low_average_IQ_values	431827	28/06/2018	15:55:03Z
2	3	Personality and apparent IQ	8.4	28	Race_and_intelligence	51480	Personality_and_apparent_IQ	431827	28/06/2018	15:55:03Z
2	3	Historical societies	8.5	29	Race_and_intelligence	52033	Historical_societies	431827	28/06/2018	15:55:03Z
2	3	Modern societies	8.6	30	Race_and_intelligence	62262	Modern_societies	431827	28/06/2018	15:55:03Z
2	3	Future	8.7	31	Race_and_intelligence	69463	Future	431827	28/06/2018	15:55:03Z
1	2	External links	9	32	Race_and_intelligence	69793	External_links	431827	28/06/2018	15:55:03Z
2	3	Article archives	9.1	33	Race_and_intelligence	69814	Article_archives	431827	28/06/2018	15:55:03Z
1	2	References	10	T-1	Template:References		References	431827	28/06/2018	15:55:03Z
1	2	History	1	1	Race_and_intelligence	527	History	431814	27/06/2018	16:14:03Z
1	2	Measured average IQs	2	2	Race_and_intelligence	7957	Measured_average_IQs	431814	27/06/2018	16:14:03Z
2	3	Worldwide	2.1	3	Race_and_intelligence	8197	Worldwide	431814	27/06/2018	16:14:03Z
2	3	World average IQ	2.2	4	Race_and_intelligence	12454	World_average_IQ	431814	27/06/2018	16:14:03Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	12772	United_States_Black-White_gap	431814	27/06/2018	16:14:03Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	19920	.22Hispanics.22	431814	27/06/2018	16:14:03Z
2	3	Jews	2.5	7	Race_and_intelligence	20391	Jews	431814	27/06/2018	16:14:03Z
2	3	Gypsies	2.6	8	Race_and_intelligence	20436	Gypsies	431814	27/06/2018	16:14:03Z
2	3	Pygmies	2.7	9	Race_and_intelligence	21164	Pygmies	431814	27/06/2018	16:14:03Z
2	3	Immigrants	2.8	10	Race_and_intelligence	21365	Immigrants	431814	27/06/2018	16:14:03Z
2	3	Historical differences	2.9	11	Race_and_intelligence	21929	Historical_differences	431814	27/06/2018	16:14:03Z
2	3	Related variables	2.1	12	Race_and_intelligence	22607	Related_variables	431814	27/06/2018	16:14:03Z
1	2	General race and intelligence research issues	3	13	Race_and_intelligence	22949	General_race_and_intelligence_research_issues	431814	27/06/2018	16:14:03Z
2	3	Ad hominem, straw men, and guilt by association	3.1	14	Race_and_intelligence	23001	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	431814	27/06/2018	16:14:03Z
2	3	Race research and the origin of racism	3.2	15	Race_and_intelligence	26393	Race_research_and_the_origin_of_racism	431814	27/06/2018	16:14:03Z
2	3	The existence of races	3.3	16	Race_and_intelligence	26544	The_existence_of_races	431814	27/06/2018	16:14:03Z
1	2	The genetics or not debate	4	17	Race_and_intelligence	28375	The_genetics_or_not_debate	431814	27/06/2018	16:14:03Z
2	3	Opinion of experts in 1987	4.1	18	Race_and_intelligence	29971	Opinion_of_experts_in_1987	431814	27/06/2018	16:14:03Z
2	3	Opinion of experts in 2013	4.2	19	Race_and_intelligence	31251	Opinion_of_experts_in_2013	431814	27/06/2018	16:14:03Z
2	3	Opinion of experts in 2016	4.3	20	Race_and_intelligence	32896	Opinion_of_experts_in_2016	431814	27/06/2018	16:14:03Z
1	2	Evolutionary explanations for racial differences	5	21	Race_and_intelligence	35934	Evolutionary_explanations_for_racial_differences	431814	27/06/2018	16:14:03Z
1	2	Race, sex, and intelligence	6	22	Race_and_intelligence	44706	Race.2C_sex.2C_and_intelligence	431814	27/06/2018	16:14:03Z
1	2	Interventions affecting IQ	7	23	Race_and_intelligence	45545	Interventions_affecting_IQ	431814	27/06/2018	16:14:03Z
1	2	Significance of IQ differences	8	24	Race_and_intelligence	46816	Significance_of_IQ_differences	431814	27/06/2018	16:14:03Z
2	3	Significance of IQ and g	8.1	25	Race_and_intelligence	46853	Significance_of_IQ_and_g	431814	27/06/2018	16:14:03Z
2	3	Significance of environmentally caused IQ changes	8.2	26	Race_and_intelligence	50071	Significance_of_environmentally_caused_IQ_changes	431814	27/06/2018	16:14:03Z
2	3	Very low average IQ values	8.3	27	Race_and_intelligence	50536	Very_low_average_IQ_values	431814	27/06/2018	16:14:03Z
2	3	Personality and apparent IQ	8.4	28	Race_and_intelligence	51480	Personality_and_apparent_IQ	431814	27/06/2018	16:14:03Z
2	3	Historical societies	8.5	29	Race_and_intelligence	52033	Historical_societies	431814	27/06/2018	16:14:03Z
2	3	Modern societies	8.6	30	Race_and_intelligence	62227	Modern_societies	431814	27/06/2018	16:14:03Z
2	3	Future	8.7	31	Race_and_intelligence	69428	Future	431814	27/06/2018	16:14:03Z
1	2	External links	9	32	Race_and_intelligence	69758	External_links	431814	27/06/2018	16:14:03Z
2	3	Article archives	9.1	33	Race_and_intelligence	69779	Article_archives	431814	27/06/2018	16:14:03Z
1	2	References	10	T-1	Template:References		References	431814	27/06/2018	16:14:03Z
1	2	History	1	1	Race_and_intelligence	527	History	431807	26/06/2018	15:50:30Z
1	2	Measured average IQs	2	2	Race_and_intelligence	7957	Measured_average_IQs	431807	26/06/2018	15:50:30Z
2	3	Worldwide	2.1	3	Race_and_intelligence	8197	Worldwide	431807	26/06/2018	15:50:30Z
2	3	World average IQ	2.2	4	Race_and_intelligence	12454	World_average_IQ	431807	26/06/2018	15:50:30Z
2	3	United States Black-White gap	2.3	5	Race_and_intelligence	12772	United_States_Black-White_gap	431807	26/06/2018	15:50:30Z
2	3	"Hispanics"	2.4	6	Race_and_intelligence	19920	.22Hispanics.22	431807	26/06/2018	15:50:30Z
2	3	Jews	2.5	7	Race_and_intelligence	20391	Jews	431807	26/06/2018	15:50:30Z
2	3	Gypsies	2.6	8	Race_and_intelligence	20436	Gypsies	431807	26/06/2018	15:50:30Z
2	3	Pygmies	2.7	9	Race_and_intelligence	21164	Pygmies	431807	26/06/2018	15:50:30Z
2	3	Immigrants	2.8	10	Race_and_intelligence	21365	Immigrants	431807	26/06/2018	15:50:30Z
2	3	Historical differences	2.9	11	Race_and_intelligence	21929	Historical_differences	431807	26/06/2018	15:50:30Z
2	3	Related variables	2.1	12	Race_and_intelligence	22607	Related_variables	431807	26/06/2018	15:50:30Z
1	2	General race and intelligence research issues	3	13	Race_and_intelligence	22949	General_race_and_intelligence_research_issues	431807	26/06/2018	15:50:30Z
2	3	Ad hominem, straw men, and guilt by association	3.1	14	Race_and_intelligence	23001	Ad_hominem.2C_straw_men.2C_and_guilt_by_association	431807	26/06/2018	15:50:30Z
2	3	Race research and the origin of racism	3.2	15	Race_and_intelligence	26393	Race_research_and_the_origin_of_racism	431807	26/06/2018	15:50:30Z
2	3	The existence of races	3.3	16	Race_and_intelligence	26544	The_existence_of_races	431807	26/06/2018	15:50:30Z
1	2	The genetics or not debate	4	17	Race_and_intelligence	28375	The_genetics_or_not_debate	431807	26/06/2018	15:50:30Z
2	3	Opinion of experts in 1987	4.1	18	Race_and_intelligence	29971	Opinion_of_experts_in_1987	431807	26/06/2018	15:50:30Z
2	3	Opinion of experts in 2013	4.2	19	Race_and_intelligence	31251	Opinion_of_experts_in_2013	431807	26/06/2018	15:50:30Z
2	3	Opinion of experts in 2016	4.3	20	Race_and_intelligence	32896	Opinion_of_experts_in_2016	431807	26/06/2018	15:50:30Z
1	2	Evolutionary explanations for racial differences	5	21	Race_and_intelligence	35934	Evolutionary_explanations_for_racial_differences	431807	26/06/2018	15:50:30Z
1	2	Race, sex, and intelligence	6	22	Race_and_intelligence	44706	Race.2C_sex.2C_and_intelligence	431807	26/06/2018	15:50:30Z
1	2	Interventions affecting IQ	7	23	Race_and_intelligence	45545	Interventions_affecting_IQ	431807	26/06/2018	15:50:30Z
1	2	Significance of IQ differences	8	24	Race_and_intelligence	46816	Significance_of_IQ_differences	431807	26/06/2018	15:50:30Z
2	3	Significance of IQ and g	8.1	25	Race_and_intelligence	46853	Significance_of_IQ_and_g	431807	26/06/2018	15:50:30Z
